"","stcd2","cycle","stateabrev","stcd","dem_share","dem_share_imputed","dpres","incumb","winner_dem","uncontested","votes_dem","votes_rep","votes_dem_est","votes_rep_est","chamber"
"211","1970s_2501",1972,"MO","2501",0.639555059383701,0.639555059383701,68.88,1,1,0,95098,53596,95098,53596,"us_house"
"212","1970s_2502",1972,"MO","2502",0.635067415517861,0.635067415517861,37.28,1,1,0,134332,77192,134332,77192,"us_house"
"213","1970s_2503",1972,"MO","2503",0.695211529001386,0.695211529001386,41.61,1,1,0,124365,54523,124365,54523,"us_house"
"214","1970s_2504",1972,"MO","2504",0.574068666748072,0.574068666748072,31.44,1,1,0,108131,80228,108131,80228,"us_house"
"215","1970s_2505",1972,"MO","2505",0.637877458879845,0.637877458879845,47.03,1,1,0,93812,53257,93812,53257,"us_house"
"216","1970s_2506",1972,"MO","2506",0.545713761486088,0.545713761486088,32.76,0,1,0,110047,91610,110047,91610,"us_house"
"217","1970s_2507",1972,"MO","2507",0.362838483058452,0.362838483058452,27.32,0,0,0,75613,132780,75613,132780,"us_house"
"218","1970s_2508",1972,"MO","2508",0.621389453228513,0.621389453228513,31.78,1,1,0,112556,68580,112556,68580,"us_house"
"219","1970s_2509",1972,"MO","2509",0.665146619152599,0.665146619152599,34.89,1,1,0,132150,66528,132150,66528,"us_house"
"220","1970s_2510",1972,"MO","2510",0.642752624195811,0.642752624195811,34.07,1,1,0,106301,59083,106301,59083,"us_house"
"221","1970s_2401",1972,"MS","2401",NA,0.573897930426146,19.92,1,1,1,0,0,53388.6061693414,39639.4452294464,"us_house"
"222","1970s_2402",1972,"MS","2402",0.641158069517196,0.641158069517196,22.6,0,1,0,69892,39117,69892,39117,"us_house"
"223","1970s_2403",1972,"MS","2403",NA,0.581785358965635,20.72,1,1,1,0,0,83059.9768782864,59707.4125004356,"us_house"
"224","1970s_2404",1972,"MS","2404",0.478787085044259,0.478787085044259,24.34,0,0,0,62148,67655,62148,67655,"us_house"
"225","1970s_2405",1972,"MS","2405",0.443809986635889,0.443809986635889,13.17,0,0,0,62101,77826,62101,77826,"us_house"
"226","1970s_2601",1972,"MT","2601",0.462601705119006,0.462601705119006,41.5,-1,0,0,76073,88373,76073,88373,"us_house"
"227","1970s_2602",1972,"MT","2602",0.76051717611746,0.76051717611746,37.38,1,1,0,114524,36063,114524,36063,"us_house"
"228","1970s_3301",1972,"NC","3301",0.68833165927414,0.68833165927414,29.72,1,1,0,77438,35063,77438,35063,"us_house"
"229","1970s_3302",1972,"NC","3302",0.716164882935052,0.716164882935052,35.66,1,1,0,88798,35193,88798,35193,"us_house"
"230","1970s_3303",1972,"NC","3303",NA,0.613177548151502,25.98,1,1,1,0,0,76132.5236721327,48028.1275155101,"us_house"
"231","1970s_3304",1972,"NC","3304",0.503449608124517,0.503449608124517,30.62,0,1,0,72972,71972,72972,71972,"us_house"
"232","1970s_3305",1972,"NC","3305",0.351660580323738,0.351660580323738,29.42,-1,0,0,54986,101375,54986,101375,"us_house"
"233","1970s_3306",1972,"NC","3306",1,0.608564807150673,28.04,1,1,1,82158,0,51502.2057900014,33126.7526789199,"us_house"
"234","1970s_3307",1972,"NC","3307",0.609605204413547,0.609605204413547,29.88,0,1,0,57348,36726,57348,36726,"us_house"
"235","1970s_3308",1972,"NC","3308",0.397760131515214,0.397760131515214,27.31,-1,0,0,54198,82060,54198,82060,"us_house"
"236","1970s_3309",1972,"NC","3309",0.41142777619079,0.41142777619079,29.9,0,0,0,56171,80356,56171,80356,"us_house"
"237","1970s_3310",1972,"NC","3310",0.274545531292211,0.274545531292211,26.66,-1,0,0,39025,103119,39025,103119,"us_house"
"238","1970s_3311",1972,"NC","3311",0.595892182404259,0.595892182404259,29.42,1,1,0,94465,64062,94465,64062,"us_house"
"239","1970s_3401",1972,"ND","3401",0.271615525148205,0.271615525148205,36.57,-1,0,0,72850,195360,72850,195360,"us_house"
"240","1970s_2701",1972,"NE","2701",0.357571734757472,0.357571734757472,33.12,-1,0,0,70570,126789,70570,126789,"us_house"
"241","1970s_2702",1972,"NE","2702",0.360694672873749,0.360694672873749,31.05,-1,0,0,64696,114669,64696,114669,"us_house"
"242","1970s_2703",1972,"NE","2703",0.304075839258275,0.304075839258275,24.38,-1,0,0,58378,133607,58378,133607,"us_house"
"243","1970s_2901",1972,"NH","2901",0.270878483947382,0.270878483947382,32.85,-1,0,0,42996,115732,42996,115732,"us_house"
"244","1970s_2902",1972,"NH","2902",0.323850138994188,0.323850138994188,37.7,-1,0,0,51259,107021,51259,107021,"us_house"
"245","1970s_3001",1972,"NJ","3001",0.472567002625012,0.472567002625012,39.91,-1,0,0,87492,97650,87492,97650,"us_house"
"246","1970s_3002",1972,"NJ","3002",0.342638415567738,0.342638415567738,34.45,-1,0,0,69374,133096,69374,133096,"us_house"
"247","1970s_3003",1972,"NJ","3003",0.52958537654579,0.52958537654579,32.79,1,1,0,103893,92285,103893,92285,"us_house"
"248","1970s_3004",1972,"NJ","3004",0.580290245574228,0.580290245574228,42.19,1,1,0,98206,71030,98206,71030,"us_house"
"249","1970s_3005",1972,"NJ","3005",0.38014275559191,0.38014275559191,34.45,-1,0,0,78076,127310,78076,127310,"us_house"
"250","1970s_3006",1972,"NJ","3006",0.365200823734228,0.365200823734228,34.03,-1,0,0,71113,123610,71113,123610,"us_house"
"251","1970s_3007",1972,"NJ","3007",0.408002779933072,0.408002779933072,33.71,-1,0,0,85712,124365,85712,124365,"us_house"
"252","1970s_3008",1972,"NJ","3008",0.630876255636008,0.630876255636008,36.84,1,1,0,104381,61073,104381,61073,"us_house"
"253","1970s_3009",1972,"NJ","3009",0.557856176209809,0.557856176209809,33.85,1,1,0,119543,94747,119543,94747,"us_house"
"254","1970s_3010",1972,"NJ","3010",0.797483447068672,0.797483447068672,63.01,1,1,0,94308,23949,94308,23949,"us_house"
"255","1970s_3011",1972,"NJ","3011",0.59171489881093,0.59171489881093,39.8,1,1,0,120227,82957,120227,82957,"us_house"
"256","1970s_3012",1972,"NJ","3012",0.362976931673052,0.362976931673052,37.28,0,0,0,72758,127690,72758,127690,"us_house"
"257","1970s_3013",1972,"NJ","3013",0.435229637566192,0.435229637566192,30.28,0,0,0,84492,109640,84492,109640,"us_house"
"258","1970s_3014",1972,"NJ","3014",0.641212400169184,0.641212400169184,40.4,1,1,0,103089,57683,103089,57683,"us_house"
"259","1970s_3015",1972,"NJ","3015",0.523339820319373,0.523339820319373,38.69,1,1,0,98155,89400,98155,89400,"us_house"
"260","1970s_3101",1972,"NM","3101",0.443181497540467,0.443181497540467,40.69,-1,0,0,94239,118403,94239,118403,"us_house"
"261","1970s_3102",1972,"NM","3102",0.721727891832778,0.721727891832778,33.31,1,1,0,116152,44784,116152,44784,"us_house"
"262","1970s_2801",1972,"NV","2801",0.4784885460651,0.4784885460651,36.32,0,0,0,86349,94113,86349,94113,"us_house"
"263","1970s_3201",1972,"NY","3201",0.587,0.587,29.59,1,1,0,113518.756,79869.244,113518.756,79869.244,"us_house"
"264","1970s_3202",1972,"NY","3202",0.333,0.333,27.51,-1,0,0,49551.066,99250.934,49551.066,99250.934,"us_house"
"265","1970s_3203",1972,"NY","3203",0.415,0.415,33.33,0,0,0,79604.055,112212.945,79604.055,112212.945,"us_house"
"266","1970s_3204",1972,"NY","3204",0.366,0.366,35.98,-1,0,0,72358.932,125343.068,72358.932,125343.068,"us_house"
"267","1970s_3205",1972,"NY","3205",0.337,0.337,37.46,-1,0,0,70337.629,138379.371,70337.629,138379.371,"us_house"
"268","1970s_3206",1972,"NY","3206",0.515,0.515,37.62,1,1,0,104620.19,98525.81,104620.19,98525.81,"us_house"
"269","1970s_3207",1972,"NY","3207",0.785,0.785,58.59,1,1,0,100291.6,27468.4,100291.6,27468.4,"us_house"
"270","1970s_3208",1972,"NY","3208",0.647,0.647,50.26,1,1,0,102907.291,56145.709,102907.291,56145.709,"us_house"
"271","1970s_3209",1972,"NY","3209",NA,0.564955765483605,26.63,1,1,1,0,0,68402.4105806674,52673.2819952187,"us_house"
"272","1970s_3210",1972,"NY","3210",NA,0.621196194161673,36.86,1,1,1,0,0,70855.7703934716,43207.6624791237,"us_house"
"273","1970s_3211",1972,"NY","3211",0.671,0.671,48.22,1,1,0,87883.554,43090.446,87883.554,43090.446,"us_house"
"274","1970s_3212",1972,"NY","3212",0.901,0.901,84.42,1,1,0,53995.128,5932.872,53995.128,5932.872,"us_house"
"275","1970s_3213",1972,"NY","3213",0.719,0.719,51.45,1,1,0,118400.606,46273.394,118400.606,46273.394,"us_house"
"276","1970s_3214",1972,"NY","3214",0.755,0.755,52.22,1,1,0,45547.64,14780.36,45547.64,14780.36,"us_house"
"277","1970s_3215",1972,"NY","3215",0.548,0.548,32.29,1,1,0,79622.208,65673.792,79622.208,65673.792,"us_house"
"278","1970s_3216",1972,"NY","3216",0.741,0.741,53.79,0,1,0,104591.409,36557.591,104591.409,36557.591,"us_house"
"279","1970s_3217",1972,"NY","3217",0.603,0.603,37.97,1,1,0,92297.592,60766.408,92297.592,60766.408,"us_house"
"280","1970s_3218",1972,"NY","3218",0.706,0.706,58.06,1,1,0,115348.398,48034.602,115348.398,48034.602,"us_house"
"281","1970s_3219",1972,"NY","3219",NA,0.826679000081237,81.37,1,1,1,0,0,81137.2532263046,17011.1855490016,"us_house"
"282","1970s_3220",1972,"NY","3220",0.825,0.825,65.61,0,1,0,90613.875,19221.125,90613.875,19221.125,"us_house"
"283","1970s_3221",1972,"NY","3221",0.884,0.884,79.52,1,1,0,46825.48,6144.52,46825.48,6144.52,"us_house"
"284","1970s_3222",1972,"NY","3222",0.765,0.765,60.15,1,1,0,101077.92,31050.08,101077.92,31050.08,"us_house"
"285","1970s_3223",1972,"NY","3223",0.496,0.496,38.69,-1,0,0,94404.176,95926.824,94404.176,95926.824,"us_house"
"286","1970s_3224",1972,"NY","3224",0.522,0.522,39.11,1,1,0,103409.244,94692.756,103409.244,94692.756,"us_house"
"287","1970s_3225",1972,"NY","3225",0.273,0.273,30.04,-1,0,0,54233.361,144423.639,54233.361,144423.639,"us_house"
"288","1970s_3226",1972,"NY","3226",0.451,0.451,32.16,1,0,0,85597.094,104196.906,85597.094,104196.906,"us_house"
"289","1970s_3227",1972,"NY","3227",0.324,0.324,36.38,-1,0,0,58157.676,121341.324,58157.676,121341.324,"us_house"
"290","1970s_3228",1972,"NY","3228",0.8,0.8,42.99,1,1,0,182414.4,45603.6,182414.4,45603.6,"us_house"
"291","1970s_3229",1972,"NY","3229",0.301,0.301,30.11,-1,0,0,62957.16,146202.84,62957.16,146202.84,"us_house"
"292","1970s_3230",1972,"NY","3230",0.34,0.34,33.01,-1,0,0,57886.7,112368.3,57886.7,112368.3,"us_house"
"293","1970s_3231",1972,"NY","3231",0.434,0.434,30.33,0,0,0,75501.678,98465.322,75501.678,98465.322,"us_house"
"294","1970s_3232",1972,"NY","3232",0.572,0.572,30.33,1,1,0,111501.104,83430.896,111501.104,83430.896,"us_house"
"295","1970s_3233",1972,"NY","3233",0.286,0.286,30.4,0,0,0,52960.908,132217.092,52960.908,132217.092,"us_house"
"296","1970s_3234",1972,"NY","3234",0.246,0.246,37.27,-1,0,0,47949.09,146965.91,47949.09,146965.91,"us_house"
"297","1970s_3235",1972,"NY","3235",0.295,0.295,34.32,-1,0,0,54721.91,130776.09,54721.91,130776.09,"us_house"
"298","1970s_3236",1972,"NY","3236",0.427,0.427,39.84,-1,0,0,80483.522,108002.478,80483.522,108002.478,"us_house"
"299","1970s_3237",1972,"NY","3237",0.722,0.722,57.02,1,1,0,110156.262,42414.738,110156.262,42414.738,"us_house"
"300","1970s_3238",1972,"NY","3238",0.268,0.268,39.17,-1,0,0,56602.404,154600.596,56602.404,154600.596,"us_house"
"301","1970s_3239",1972,"NY","3239",0.281,0.281,33.8,-1,0,0,49287.4,126112.6,49287.4,126112.6,"us_house"
"302","1970s_3501",1972,"OH","3501",0.297423019924255,0.297423019924255,33.94,-1,0,0,50575,119469,50575,119469,"us_house"
"303","1970s_3502",1972,"OH","3502",0.372361556638774,0.372361556638774,32.58,-1,0,0,65237,109961,65237,109961,"us_house"
"304","1970s_3503",1972,"OH","3503",0.238368749657703,0.238368749657703,41.87,-1,0,0,34819,111253,34819,111253,"us_house"
"305","1970s_3504",1972,"OH","3504",0.373029491843412,0.373029491843412,29.3,0,0,0,65216,109612,65216,109612,"us_house"
"306","1970s_3505",1972,"OH","3505",0.272538940037576,0.272538940037576,34.44,-1,0,0,49465,132032,49465,132032,"us_house"
"307","1970s_3506",1972,"OH","3506",NA,0.326913682124593,29.63,-1,0,1,0,0,57258.2638289317,117889.694056506,"us_house"
"308","1970s_3507",1972,"OH","3507",0,0.345650767926198,32.85,-1,0,1,0,112350,39296.8915396613,74392.6910856891,"us_house"
"309","1970s_3508",1972,"OH","3508",0.478141257154778,0.478141257154778,31.23,-1,0,0,73344,80050,73344,80050,"us_house"
"310","1970s_3509",1972,"OH","3509",0.691012149801674,0.691012149801674,50.99,1,1,0,110450,49388,110450,49388,"us_house"
"311","1970s_3510",1972,"OH","3510",0.267902607556777,0.267902607556777,33.07,-1,0,0,47456,129683,47456,129683,"us_house"
"312","1970s_3511",1972,"OH","3511",0.318320445090983,0.318320445090983,38.9,-1,0,0,49891,106841,49891,106841,"us_house"
"313","1970s_3512",1972,"OH","3512",0.438880738811989,0.438880738811989,32.48,-1,0,0,81074,103655,81074,103655,"us_house"
"314","1970s_3513",1972,"OH","3513",0.318507899750663,0.318507899750663,41.01,-1,0,0,51991,111242,51991,111242,"us_house"
"315","1970s_3514",1972,"OH","3514",0.743938576102403,0.743938576102403,49.7,1,1,0,135068,46490,135068,46490,"us_house"
"316","1970s_3515",1972,"OH","3515",0.323297855552243,0.323297855552243,35.3,-1,0,0,55314,115779,55314,115779,"us_house"
"317","1970s_3516",1972,"OH","3516",0.426706454912275,0.426706454912275,35.04,0,0,0,75929,102013,75929,102013,"us_house"
"318","1970s_3517",1972,"OH","3517",0.402840608849193,0.402840608849193,30.5,-1,0,0,62512,92666,62512,92666,"us_house"
"319","1970s_3518",1972,"OH","3518",0.702174802848801,0.702174802848801,39.36,1,1,0,128663,54572,128663,54572,"us_house"
"320","1970s_3519",1972,"OH","3519",0.639736378284365,0.639736378284365,47.81,1,1,0,109979,61934,109979,61934,"us_house"
"321","1970s_3520",1972,"OH","3520",0.875871750070935,0.875871750070935,48.36,1,1,0,117302,16624,117302,16624,"us_house"
"322","1970s_3521",1972,"OH","3521",0.877391619711458,0.877391619711458,78.55,1,1,0,99190,13861,99190,13861,"us_house"
"323","1970s_3522",1972,"OH","3522",0.661969545485477,0.661969545485477,43.16,1,1,0,126462,64577,126462,64577,"us_house"
"324","1970s_3523",1972,"OH","3523",0.489044361525705,0.489044361525705,35.14,-1,0,0,94366,98594,94366,98594,"us_house"
"325","1970s_3601",1972,"OK","3601",0.554082310992929,0.554082310992929,20.88,0,1,0,91684,73786,91684,73786,"us_house"
"326","1970s_3602",1972,"OK","3602",0.711442920767284,0.711442920767284,26.95,0,1,0,105110,42632,105110,42632,"us_house"
"327","1970s_3603",1972,"OK","3603",1,0.637215513892102,29.7,1,1,1,101732,0,65636.9962466335,37368.964555739,"us_house"
"328","1970s_3604",1972,"OK","3604",0.71278172943979,0.71278172943979,25.87,1,1,0,85578,34484,85578,34484,"us_house"
"329","1970s_3605",1972,"OK","3605",0.603962883704005,0.603962883704005,23.95,1,1,0,69710,45711,69710,45711,"us_house"
"330","1970s_3606",1972,"OK","3606",0.273078154003712,0.273078154003712,20.82,-1,0,0,42663,113567,42663,113567,"us_house"
"331","1970s_3701",1972,"OR","3701",0.314301248439965,0.314301248439965,42.52,-1,0,0,76307,166476,76307,166476,"us_house"
"332","1970s_3702",1972,"OR","3702",1,0.631311148017299,39.6,1,1,1,178537,0,114677.670209697,66972.3300633135,"us_house"
"333","1970s_3703",1972,"OR","3703",0.624874326233596,0.624874326233596,51.87,1,1,0,141086,84697,141086,84697,"us_house"
"334","1970s_3704",1972,"OR","3704",0.37431055520286,0.37431055520286,44.46,-1,0,0,83134,138965,83134,138965,"us_house"
"335","1970s_3801",1972,"PA","3801",0.665434101588722,0.665434101588722,58.25,1,1,0,118953,59807,118953,59807,"us_house"
"336","1970s_3802",1972,"PA","3802",0.701471989142775,0.701471989142775,75.33,1,1,0,107509,45753,107509,45753,"us_house"
"337","1970s_3803",1972,"PA","3803",0.636401960599254,0.636401960599254,53.58,1,1,0,101144,57787,101144,57787,"us_house"
"338","1970s_3804",1972,"PA","3804",0.55861075294871,0.55861075294871,43.51,1,1,0,129105,102013,129105,102013,"us_house"
"339","1970s_3805",1972,"PA","3805",0.353424803516718,0.353424803516718,30.79,-1,0,0,66329,121346,66329,121346,"us_house"
"340","1970s_3806",1972,"PA","3806",0.65106489574314,0.65106489574314,36.84,1,1,0,119557,64076,119557,64076,"us_house"
"341","1970s_3807",1972,"PA","3807",0.393560830860534,0.393560830860534,35.55,-1,0,0,79578,122622,79578,122622,"us_house"
"342","1970s_3808",1972,"PA","3808",0.35620010229724,0.35620010229724,35.17,-1,0,0,64069,115799,64069,115799,"us_house"
"343","1970s_3809",1972,"PA","3809",0.382397826128951,0.382397826128951,26.01,0,0,0,59386,95913,59386,95913,"us_house"
"344","1970s_3810",1972,"PA","3810",0.264061059317693,0.264061059317693,35.8,-1,0,0,51550,143670,51550,143670,"us_house"
"345","1970s_3811",1972,"PA","3811",0.682620988772681,0.682620988772681,37.72,1,1,0,124336,57809,124336,57809,"us_house"
"346","1970s_3812",1972,"PA","3812",0.318513743317291,0.318513743317291,36.24,-1,1,0,57314,122628,57314,122628,"us_house"
"347","1970s_3813",1972,"PA","3813",0.333925569768166,0.333925569768166,36.46,-1,0,0,69728,139085,69728,139085,"us_house"
"348","1970s_3814",1972,"PA","3814",0.59494600214086,0.59494600214086,52.4,1,1,0,106158,72275,106158,72275,"us_house"
"349","1970s_3815",1972,"PA","3815",0.607530836428628,0.607530836428628,39.68,1,1,0,99937,64560,99937,64560,"us_house"
"350","1970s_3816",1972,"PA","3816",0.265229738395299,0.265229738395299,24.35,-1,0,0,40534,112292,40534,112292,"us_house"
"351","1970s_3817",1972,"PA","3817",0.268842448423511,0.268842448423511,28.8,-1,0,0,44202,120214,44202,120214,"us_house"
"352","1970s_3818",1972,"PA","3818",0.27175107079869,0.27175107079869,37.31,-1,0,0,53929,144521,53929,144521,"us_house"
"353","1970s_3819",1972,"PA","3819",0.417417192969344,0.417417192969344,28.38,-1,0,0,67018,93536,67018,93536,"us_house"
"354","1970s_3820",1972,"PA","3820",0.61503520208605,0.61503520208605,43.51,1,1,0,117933,73817,117933,73817,"us_house"
"355","1970s_3821",1972,"PA","3821",0.620200577329405,0.620200577329405,42.37,1,1,0,104203,63812,104203,63812,"us_house"
"356","1970s_3822",1972,"PA","3822",0.60822188605558,0.60822188605558,42.93,1,1,0,100918,65005,100918,65005,"us_house"
"357","1970s_3823",1972,"PA","3823",0.435167177799387,0.435167177799387,33.92,-1,0,0,69813,90615,69813,90615,"us_house"
"358","1970s_3824",1972,"PA","3824",0.687850003943706,0.687850003943706,39.17,1,1,0,122092,55406,122092,55406,"us_house"
"359","1970s_3825",1972,"PA","3825",0.558469588714848,0.558469588714848,39.57,1,1,0,97549,77123,97549,77123,"us_house"
"360","1970s_3901",1972,"RI","3901",0.642628973007507,0.642628973007507,47.99,1,1,0,120705,67125,120705,67125,"us_house"
"361","1970s_3902",1972,"RI","3902",0.61247005988024,0.61247005988024,45.64,1,1,0,122739,77661,122739,77661,"us_house"
"362","1970s_4001",1972,"SC","4001",0.544900702070844,0.544900702070844,31.31,1,1,0,61625,51469,61625,51469,"us_house"
"363","1970s_4002",1972,"SC","4002",0,0.385792757444823,30.6,-1,0,1,0,83543,33452.5279200374,53258.6072023523,"us_house"
"364","1970s_4003",1972,"SC","4003",0.752414534587069,0.752414534587069,22.66,1,1,0,82579,27173,82579,27173,"us_house"
"365","1970s_4004",1972,"SC","4004",0.660779648609078,0.660779648609078,18.9,1,1,0,64989,33363,64989,33363,"us_house"
"366","1970s_4005",1972,"SC","4005",0.608858052733497,0.608858052733497,28.9,1,1,0,66343,42620,66343,42620,"us_house"
"367","1970s_4006",1972,"SC","4006",0.456341837040333,0.456341837040333,32.37,0,0,0,53324,63527,53324,63527,"us_house"
"368","1970s_4101",1972,"SD","4101",0.605277156462498,0.605277156462498,48.84,1,1,0,94442,61589,94442,61589,"us_house"
"369","1970s_4102",1972,"SD","4102",0.451259304226654,0.451259304226654,41.93,0,0,0,65415,79546,65415,79546,"us_house"
"370","1970s_4201",1972,"TN","4201",0.205839374229965,0.205839374229965,21.51,-1,0,0,28736,110868,28736,110868,"us_house"
"371","1970s_4202",1972,"TN","4202",NA,0.354337874102883,26.61,-1,0,1,0,0,64550.6683247939,117621.978300194,"us_house"
"372","1970s_4203",1972,"TN","4203",0.430994438203409,0.430994438203409,27.69,-1,0,0,62536,82561,62536,82561,"us_house"
"373","1970s_4204",1972,"TN","4204",0.810957805649737,0.810957805649737,35.05,1,1,0,93042,21689,93042,21689,"us_house"
"374","1970s_4205",1972,"TN","4205",0.629482849107131,0.629482849107131,37.39,1,1,0,93555,55067,93555,55067,"us_house"
"375","1970s_4206",1972,"TN","4206",0.438156736985245,0.438156736985245,27.53,1,0,0,60254,77263,60254,77263,"us_house"
"376","1970s_4207",1972,"TN","4207",0.704708528727744,0.704708528727744,24.58,1,1,0,92419,38726,92419,38726,"us_house"
"377","1970s_4208",1972,"TN","4208",0.443454212038492,0.443454212038492,42.61,-1,0,0,74240,93173,74240,93173,"us_house"
"378","1970s_4301",1972,"TX","4301",NA,0.628488114497193,29.53,1,1,1,0,0,84463.3880865885,49927.9967913282,"us_house"
