"","cntyname","precinct","psid","district","incumb","v.d","v.r","us.pres.d","us.pres.r"
"334","Campbell","401 - THREE FORKS","PSID:1159398901","59","R",154,686,216,1000
"335","Campbell","402 - COURT HOUSE","PSID:1159398899","59","R",320,1198,447,1721
"336","Campbell","501 - SPRING HILL","PSID:1159400771","22;59","R;R",62,1142,424,1722
"337","Campbell","502 - YELLOW BRANCH","PSID:1159400769","59","R",237,563,371,921
"338","Campbell","601 - KINGS","PSID:1159398363","22;59","R;R",91,656,401,1025
"339","Campbell","602 - CONCORD","PSID:1159398365","59","R",311,921,474,1420
"340","Campbell","701 - BROOKNEAL","PSID:1159398049","60","R",198,477,348,696
"341","Campbell","702 - GLADYS","PSID:1159400681","60","R",249,643,462,1039
"342","Campbell","703 - MORRIS CHURCH","PSID:1159398053","59;60","R;R",103,326,173,454
"343","Caroline","# AB - Central Absentee Precinct","PSID:1159402389","","",161,239,654,630
"344","Caroline","## Provisional","PSID:1159402389","","",1,0,7,4
"345","Caroline","101 - BOWLING GREEN","PSID:1159400953","55;99","R;R",268,523,387,715
"346","Caroline","102 - SPARTA","PSID:1159400955","55;99","R;R",216,354,328,558
"347","Caroline","201 - NORTH MADISON","PSID:1159400645","55","R",333,289,476,495
"348","Caroline","202 - SOUTH MADISON","PSID:1159400643","55","R",368,378,469,723
"349","Caroline","301 - PORT ROYAL","PSID:1159400373","99","R",131,191,217,361
"350","Caroline","302 - WOODFORD","PSID:1159400371","54;55","R;R",322,546,617,769
"351","Caroline","401 - DAWN","PSID:1159399155","55","R",694,407,990,651
"352","Caroline","402 - CARMEL CHURCH","PSID:1159399157","55","R",229,152,355,214
"353","Caroline","501 - WEST MATTAPONI","PSID:1159399011","55","R",442,280,666,451
"354","Caroline","502 - MILFORD","PSID:1159399013","55","R",229,315,403,498
"355","Caroline","601 - CHILESBURG","PSID:1159398539","55","R",344,352,525,603
"356","Caroline","602 - LAKE","PSID:1159398537","55","R",239,262,338,475
"357","Carroll","# AB - Central Absentee Precinct","PSID:1159402391","","",NA,285,285,880
"358","Carroll","## Provisional","PSID:1159402391","","",NA,3,2,10
"359","Carroll","101 - MT BETHEL","PSID:1159398437","6","R",NA,221,92,426
"360","Carroll","102 - ST PAUL","PSID:1159398435","6","R",NA,349,104,618
"361","Carroll","103 - LAMBSBURG","PSID:1159397751","6","R",NA,202,70,331
"362","Carroll","105 - FANCY GAP","PSID:1159398431","6","R",NA,319,119,446
"363","Carroll","201 - HILLSVILLE B","PSID:1159398715","6","R",NA,727,309,1014
"364","Carroll","202 - LAUREL FORK","PSID:1159398717","6","R",NA,262,100,387
"365","Carroll","203 - GLADESBORO","PSID:1159398719","6","R",NA,372,161,549
"366","Carroll","301 - HILLSVILLE C","PSID:1159400275","6","R",NA,750,334,1216
"367","Carroll","302 - SYLVATUS","PSID:1159400281","6","R",NA,300,99,477
"368","Carroll","303 - DUGSPUR","PSID:1159400279","6","R",NA,157,42,253
"369","Carroll","402 - WOODLAWN D","PSID:1159401259","6","R",NA,549,226,893
"370","Carroll","403 - OAKLAND D","PSID:1159401261","6","R",NA,334,98,505
"371","Carroll","405 - OAKLAND A","PSID:1159401273","6","R",NA,247,106,428
"372","Carroll","406 - WOODLAWN F","PSID:1159401271","6","R",NA,93,38,159
"373","Carroll","501 - VAUGHAN","PSID:1159400905","6","R",NA,200,56,329
"374","Carroll","502 - GLADEVILLE","PSID:1159400827","6","R",NA,556,148,805
"375","Carroll","503 - WOODLAWN E","PSID:1159400825","6","R",NA,278,79,446
"376","Carroll","504 - LAUREL","PSID:1159400909","6","R",NA,290,91,491
"377","Charles City","# AB - Central Absentee Precinct","PSID:1159402393","","",146,NA,444,149
"378","Charles City","## Provisional","PSID:1159402393","","",1,NA,0,1
"379","Charles City","101 - PRECINCT 1-1","PSID:1159398331","74","D",491,NA,635,545
"380","Charles City","201 - PRECINCT 2-1","PSID:1159398623","74","D",520,NA,749,340
"381","Charles City","301 - PRECINCT 3-1","PSID:1159399109","74","D",495,NA,668,441
"382","Charlotte","# AB - Central Absentee Precinct","PSID:1159402395","","",89,108,212,195
"383","Charlotte","## Provisional","PSID:1159402395","","",1,0,0,0
"384","Charlotte","101 - COUNTY SEAT","PSID:1159400467","60","R",204,357,324,511
"385","Charlotte","201 - RED OAK WYLLIESBURG","PSID:1159400153","60","R",180,406,305,492
"386","Charlotte","302 - DRAKES BRANCH","PSID:1159397963","60","R",135,300,233,404
"387","Charlotte","401 - KEYSVILLE","PSID:1159399139","60","R",182,404,274,505
"388","Charlotte","501 - CULLEN/RED HOUSE","PSID:1159398985","60","R",186,303,269,451
"389","Charlotte","602 - PHENIX","PSID:1159397689","60","R",182,450,247,548
"390","Charlotte","702 - BACON/SAXE","PSID:1159401845","60","R",173,279,291,373
"391","Charlottesville","# AB - Central Absentee Precinct","PSID:1159402573","","",1286,NA,2736,343
"392","Charlottesville","## Provisional","PSID:1159402573","","",33,NA,36,9
"393","Charlottesville","101 - RECREATION","PSID:1159400303","57","D",1854,NA,1952,369
"394","Charlottesville","102 - CLARK","PSID:1159400305","57","D",1789,NA,1967,334
"395","Charlottesville","201 - CARVER","PSID:1159399165","57","D",1455,NA,1778,172
"396","Charlottesville","202 - WALKER","PSID:1159399187","57","D",2099,NA,1977,485
"397","Charlottesville","301 - BENJAMIN TONSLER","PSID:1159399605","57","D",1436,NA,1702,184
"398","Charlottesville","302 - JOHNSON","PSID:1159399599","57","D",1852,NA,1876,425
"399","Charlottesville","303 - BUFORD","PSID:1159399603","57","D",847,NA,1265,155
"400","Charlottesville","401 - VENABLE","PSID:1159397773","57","D",724,NA,1312,219
"401","Charlottesville","402 - ALUMNI HALL","PSID:1159398399","57","D",1058,NA,1300,265
"402","Chesapeake","# AB - Central Absentee Precinct","PSID:1159402575","","",819,1814,8404,6163
"403","Chesapeake","## Provisional","PSID:1159402575","","",14,41,64,55
"404","Chesapeake","001 - GREAT BRIDGE","PSID:1159400737","78","R",NA,962,536,1135
"405","Chesapeake","002 - BETHEL","PSID:1159400747","81","R",221,882,316,1302
"406","Chesapeake","003 - CAMELOT","PSID:1159398881","77","D",1472,NA,1802,137
"407","Chesapeake","004 - CHURCHLAND","PSID:1159398883","76","R",NA,802,407,857
"408","Chesapeake","005 - CRESTWOOD","PSID:1159398885","77","D",1092,NA,1340,183
"409","Chesapeake","006 - DEEP CREEK","PSID:1159398887","76","R",NA,1384,1360,1421
"410","Chesapeake","007 - GREENBRIER","PSID:1159398889","78","R",NA,1063,693,1153
"411","Chesapeake","008 - SOUTH NORFOLK RECREATION","PSID:1159398893","77","D",796,NA,897,868
"412","Chesapeake","009 - BELLS MILL","PSID:1159398895","81","R",754,1374,900,1835
"413","Chesapeake","010 - OSCAR SMITH","PSID:1159399281","77","D",325,NA,390,424
"414","Chesapeake","011 - GENEVA PARK","PSID:1159399279","81","R",373,442,606,834
"415","Chesapeake","012 - GEORGETOWN","PSID:1159399211","77","D",1000,NA,1170,211
"416","Chesapeake","013 - GILMERTON","PSID:1159399277","81","R",524,484,622,817
"417","Chesapeake","014 - GRASSFIELD","PSID:1159399291","81","R",152,219,159,317
"418","Chesapeake","015 - B M WILLIAMS","PSID:1159399289","78","R",NA,537,909,606
"419","Chesapeake","016 - HICKORY GROVE","PSID:1159399285","78","R",NA,1059,446,1358
"420","Chesapeake","017 - INDIAN CREEK","PSID:1159399283","81","R",214,640,255,964
"421","Chesapeake","018 - INDIAN RIVER","PSID:1159399299","77","D",585,NA,820,426
"422","Chesapeake","019 - JOLLIFF","PSID:1159399297","76","R",NA,727,354,791
"423","Chesapeake","020 - E W CHITTUM","PSID:1159399663","76","R",NA,1038,731,1039
"424","Chesapeake","021 - FELLOWSHIP","PSID:1159399667","76","R",NA,935,673,988
"425","Chesapeake","022 - NORFOLK HIGHLANDS","PSID:1159399633","77","D",349,NA,434,691
"426","Chesapeake","023 - OAK GROVE","PSID:1159399635","78","R",NA,807,853,750
"427","Chesapeake","024 - OAKLETTE","PSID:1159399619","77","D",605,NA,887,638
"428","Chesapeake","025 - ST JULIANS","PSID:1159399621","77","D",318,NA,430,417
"429","Chesapeake","026 - JOHNSON PARK","PSID:1159399631","77","D",370,NA,508,249
"430","Chesapeake","027 - SILVERWOOD","PSID:1159399601","76","R",NA,1125,768,1154
"431","Chesapeake","028 - SUNRAY I","PSID:1159399673","77","D",52,NA,54,182
"432","Chesapeake","029 - TANGLEWOOD","PSID:1159399675","77","D",383,NA,385,949
"433","Chesapeake","030 - SOUTH NORFOLK","PSID:1159403351","77","D",519,NA,805,35
"434","Chesapeake","031 - CARVER SCHOOL","PSID:1159399975","77","D",1075,NA,1457,282
"435","Chesapeake","032 - PROVIDENCE","PSID:1159399981","77","D",1304,NA,1926,103
"436","Chesapeake","033 - WESTOVER","PSID:1159399865","78","R",NA,478,345,559
"437","Chesapeake","034 - HICKORY MIDDLE SCHOOL","PSID:1159399987","78","R",NA,1441,536,1682
"438","Chesapeake","035 - TAYLOR ROAD","PSID:1159399985","80","D",574,37,725,335
"439","Chesapeake","036 - GREAT BRIDGE BAPTIST CHURCH","PSID:1159399993","78","R",NA,1413,762,1577
"440","Chesapeake","037 - BRIDGETOWN","PSID:1159399991","78","R",NA,806,477,832
"441","Chesapeake","038 - BAILEY CREEK","PSID:1159399979","76","R",NA,904,399,1049
"442","Chesapeake","039 - LAKE DRUMMOND","PSID:1159399977","81","R",178,325,195,490
"443","Chesapeake","040 - RIVER BIRCH","PSID:1159400327","78","R",NA,942,1028,904
"444","Chesapeake","041 - JOHN T WEST","PSID:1159400329","76","R",NA,1227,1206,1090
"445","Chesapeake","042 - PARKWAYS","PSID:1159400333","78","R",NA,695,820,613
"446","Chesapeake","043 - PLEASANT CROSSING","PSID:1159400335","78","R",NA,876,334,1009
"447","Chesapeake","044 - NANSEMOND","PSID:1159400317","76","R",NA,591,613,516
"448","Chesapeake","045 - SUNRAY II","PSID:1159400319","77","D",337,NA,356,210
"449","Chesapeake","046 - BELLS MILL II","PSID:1159400321","78","R",NA,811,574,852
"450","Chesapeake","047 - GREEN SEA","PSID:1159400325","81","R",194,473,238,632
"451","Chesapeake","048 - JOLLIFF MIDDLE SCHOOL","PSID:1159400173","77","D",1294,NA,1537,181
"452","Chesapeake","049 - WATERWAY","PSID:1159400309","21","R",1051,1171,1186,1465
"453","Chesapeake","050 - RIVER WALK","PSID:1159400607","81","R",759,512,851,688
"454","Chesapeake","051 - COOPERS WAY","PSID:1159400605","78","R",NA,1209,457,1519
"455","Chesapeake","052 - SHIPYARD ROAD","PSID:1159400599","81","R",774,436,896,687
"456","Chesapeake","053 - FAIRWAYS","PSID:1159400597","78","R",NA,542,551,486
"457","Chesapeake","054 - PUGHSVILLE","PSID:1159400595","80","D",904,NA,1082,466
"458","Chesapeake","055 - GEORGETOWN EAST","PSID:1159400593","77","D",756,NA,736,247
"459","Chesapeake","056 - GREEN TREE","PSID:1159400589","78","R",NA,621,779,553
"460","Chesapeake","057 - CYPRESS","PSID:1159401631","78","R",NA,741,854,642
"461","Chesapeake","058 - EXPRESSWAY","PSID:1159400585","78","R",NA,277,433,198
"462","Chesapeake","059 - CLEARFIELD","PSID:1159400581","78","R",NA,631,484,615
"463","Chesapeake","060 - PARKER ROAD","PSID:1159400875","78","R",NA,1232,636,1486
"464","Chesapeake","061 - CENTERVILLE","PSID:1159400881","78","R",NA,879,379,1034
"465","Chesapeake","062 - FENTRESS","PSID:1159400865","78","R",NA,1026,546,1219
"466","Chesapeake","063 - POPLAR BRANCH","PSID:1159400873","78","R",NA,686,251,877
"467","Chesterfield","# AB - Central Absentee Precinct","PSID:1159402397","","",3022,3250,9018,7949
"468","Chesterfield","## Provisional","PSID:1159402397","","",381,24,78,64
"469","Chesterfield","101 - BELLWOOD","PSID:1159402901","62","R",442,378,631,711
"470","Chesterfield","102 - SOUTH CHESTER","PSID:1159402937","66","R",613,758,955,1149
"471","Chesterfield","103 - ENON","PSID:1159402309","62","R",743,1060,1026,1648
"472","Chesterfield","104 - NORTH CHESTER","PSID:1159402929","62","R",643,985,828,1505
"473","Chesterfield","105 - DREWRYS BLUFF","PSID:1159402873","70","D",657,NA,1017,672
"474","Chesterfield","106 - HARROWGATE","PSID:1159402949","66","R",1132,967,1561,1479
"475","Chesterfield","107 - WELLS","PSID:1159402943","66","R",707,739,1032,1015
"476","Chesterfield","108 - ECOFF","PSID:1159402931","66","R",749,1405,1033,1701
"477","Chesterfield","109 - ELIZABETH SCOTT","PSID:1159402927","62","R",1149,1112,1453,1649
"478","Chesterfield","110 - DUTCH GAP","PSID:1159402939","62","R",492,555,620,769
"479","Chesterfield","111 - IRON BRIDGE","PSID:1159402935","66","R",1122,1302,1425,1656
"480","Chesterfield","112 - CARVER","PSID:1159402947","66","R",661,659,885,873
"481","Chesterfield","201 - GATES","PSID:1159402913","62","R",532,631,680,954
"482","Chesterfield","202 - BEULAH","PSID:1159402891","62","R",1105,552,1452,812
"483","Chesterfield","203 - BIRD","PSID:1159402963","62","R",203,207,288,416
"484","Chesterfield","204 - JACOBS","PSID:1159402885","27","R",567,466,720,662
"485","Chesterfield","205 - FALLING CREEK","PSID:1159402867","70","D",985,NA,1627,741
"486","Chesterfield","206 - BELMONT","PSID:1159402863","70","D",750,NA,1108,215
"487","Chesterfield","207 - CHIPPENHAM","PSID:1159402871","70","D",414,NA,568,192
"488","Chesterfield","208 - MEADOWBROOK","PSID:1159402879","70","D",1129,NA,1448,593
"489","Chesterfield","209 - SALEM CHURCH","PSID:1159402915","62","R",840,856,1139,1388
"490","Chesterfield","210 - FIVE FORKS","PSID:1159402889","62","R",1358,658,1695,1037
"491","Chesterfield","211 - NASH","PSID:1159402933","66","R",763,1592,953,1794
"492","Chesterfield","212 - ST. LUKE'S","PSID:1159402883","27","R",380,506,572,659
"493","Chesterfield","213 - SOUTHSIDE","PSID:1159402877","70","D",1965,NA,2479,656
"494","Chesterfield","214 - HOPKINS","PSID:1159402303","70","D",146,NA,288,44
"495","Chesterfield","215 - North Bird","PSID:1159402907","62","R",382,153,587,269
"496","Chesterfield","301 - ETTRICK","PSID:1159402951","63","D",1353,NA,2411,455
"497","Chesterfield","302 - DEER RUN","PSID:1159402909","27","R",257,393,350,603
"498","Chesterfield","303 - MATOACA","PSID:1159402953","63","D",1267,NA,1261,1400
"499","Chesterfield","304 - WINFREES STORE","PSID:1159402945","66","R",467,1409,707,1996
"500","Chesterfield","305 - BEACH","PSID:1159402921","66","R",142,548,203,711
"501","Chesterfield","306 - WINTERPOCK","PSID:1159402925","66","R",447,1469,657,2039
"502","Chesterfield","307 - COSBY","PSID:1159402917","66","R",905,1111,1197,1629
"503","Chesterfield","308 - SOUTH MANCHESTER","PSID:1159402903","27","R",294,223,441,373
"504","Chesterfield","309 - SKINQUARTER","PSID:1159402343","65","R",968,1729,1142,2315
"505","Chesterfield","310 - TOMAHAWK","PSID:1159402897","65","R",701,1025,933,1318
"506","Chesterfield","313 - WOOLRIDGE","PSID:1159402893","65","R",953,1334,1197,1681
"507","Chesterfield","315 - BAILEY BRIDGE","PSID:1159402307","27","R",542,1230,676,1675
"508","Chesterfield","316 - SPRING RUN","PSID:1159402911","27","R",622,842,887,1345
"509","Chesterfield","317 - BIRKDALE","PSID:1159402919","66","R",848,1280,1034,1639
"510","Chesterfield","318 - WEST BEACH","PSID:1159402957","66","R",231,337,311,478
"511","Chesterfield","401 - HARBOUR POINTE","PSID:1159402899","27","R",467,641,578,766
"512","Chesterfield","402 - GENITO","PSID:1159402865","27","R",1244,1139,1693,1871
"513","Chesterfield","403 - BRANDERMILL","PSID:1159402861","65","R",827,979,1069,1234
"514","Chesterfield","404 - PROVIDENCE","PSID:1159402337","27","R",845,673,1077,904
"515","Chesterfield","405 - LA PRADE","PSID:1159402859","27","R",816,950,987,1125
"516","Chesterfield","406 - SMOKETREE","PSID:1159402331","68","R",640,976,745,1040
"517","Chesterfield","407 - MONACAN","PSID:1159402341","27","R",440,579,537,712
"518","Chesterfield","408 - REAMS","PSID:1159402327","27","R",1272,744,1676,1099
"519","Chesterfield","409 - MANCHESTER","PSID:1159402875","27","R",488,429,629,532
"520","Chesterfield","410 - WAGSTAFF","PSID:1159402345","27","R",483,470,622,650
"521","Chesterfield","411 - SWIFT CREEK","PSID:1159402881","65","R",767,941,966,1149
"522","Chesterfield","413 - SHENANDOAH","PSID:1159402319","68","R",779,642,948,890
"523","Chesterfield","414 - CRENSHAW","PSID:1159402895","27","R",987,1025,1418,1821
"524","Chesterfield","415 - EVERGREEN","PSID:1159402351","27","R",813,878,1018,1229
"525","Chesterfield","416 - EVERGREEN WEST","PSID:1159402335","65","R",402,396,571,532
"526","Chesterfield","417 - EDGEWATER","PSID:1159402349","65","R",396,412,474,547
"527","Chesterfield","501 - HUGUENOT","PSID:1159402317","27","R",677,544,805,657
"528","Chesterfield","502 - CRESTWOOD","PSID:1159402301","27","R",499,500,560,583
"529","Chesterfield","503 - MIDLOTHIAN","PSID:1159402291","65","R",700,961,850,1255
"530","Chesterfield","504 - ROBIOUS","PSID:1159402287","68","R",1061,1650,1293,1729
"531","Chesterfield","505 - BON AIR","PSID:1159402295","68","R",976,981,1134,1041
"532","Chesterfield","506 - GREENFIELD","PSID:1159402313","68","R",908,781,1121,964
"533","Chesterfield","507 - SALISBURY","PSID:1159402289","68","R",827,1619,1086,1696
"534","Chesterfield","508 - BELGRADE","PSID:1159402299","68","R",761,807,1006,1092
"535","Chesterfield","509 - CRANBECK","PSID:1159402315","68","R",606,449,826,620
"536","Chesterfield","510 - SYCAMORE","PSID:1159402321","68","R",745,1098,929,1280
"537","Chesterfield","511 - BLACK HEATH","PSID:1159402297","68","R",469,819,597,844
"538","Chesterfield","513 - BEAUFONT","PSID:1159402305","27","R",494,176,775,304
"539","Chesterfield","514 - WATKINS","PSID:1159402325","27","R",828,1225,1034,1443
"540","Chesterfield","515 - DAVIS","PSID:1159402323","69","D",1019,NA,1416,360
"541","Chesterfield","516 - POCOSHOCK","PSID:1159402339","27","R",662,182,913,278
"542","Chesterfield","517 - ROSELAND","PSID:1159402333","65","R",260,443,275,437
"543","Chesterfield","518 - MIDLOTHIAN NORTH","PSID:1159402955","65","R",698,1301,873,1432
"544","Clarke","# AB - Central Absentee Precinct","PSID:1159402399","","",207,216,483,505
"545","Clarke","## Provisional","PSID:1159402399","","",1,3,4,4
"546","Clarke","101 - RUSSELL","PSID:1159398465","33","R",370,688,423,1006
"547","Clarke","201 - BERRYVILLE","PSID:1159400157","33","R",451,462,572,630
"548","Clarke","301 - MILLWOOD","PSID:1159400503","10","R",328,448,378,588
"549","Clarke","302 - PINE GROVE","PSID:1159400505","33","R",133,210,161,278
"550","Clarke","401 - WHITE POST","PSID:1159400767","10","R",446,563,506,814
"551","Clarke","501 - BUCKMARSH","PSID:1159398879","33","R",312,419,380,605
"552","Clarke","502 - BLUE RIDGE","PSID:1159398877","33","R",129,151,144,231
"553","Colonial Heights","# AB - Central Absentee Precinct","PSID:1159402577","","",65,435,331,828
"554","Colonial Heights","## Provisional","PSID:1159402577","","",0,1,0,0
"555","Colonial Heights","001 - FIRST","PSID:1159401445","66","R",195,427,394,667
"556","Colonial Heights","002 - SECOND","PSID:1159401443","66","R",201,539,304,870
